date,reason,target_weight,tqqq_price,qqq_price,notional,fee,cash_after,shares_after,avg_cost_after
2000-08-28,CRASH_REVERSAL_ENTRY,0.35,79.677436,83.09077453613281,0.37758599292479295,0.00018879299646239647,0.7010423367210102,0.004738932524445101,79.717274718
2000-09-13,SLOW_BEAR_EXIT,0.0,66.507676,78.87299346923828,-0.31517538892165686,0.00015758769446082844,1.0179106582232962,0.0,
2001-12-24,CRASH_REVERSAL_ENTRY,0.35,1.257756,33.168827056884766,0.3749270574003951,0.00018746352870019757,0.6961056430720336,0.2980920444032031,1.258384878
2002-02-05,SLOW_BEAR_EXIT,0.0,0.95029,30.629697799682617,-0.28327388887591987,0.00014163694443795994,0.9805224121385254,0.0,
2002-11-15,CRASH_REVERSAL_ENTRY,0.35,0.226152,22.303747177124023,0.34766705814929955,0.0001738335290746498,0.6454935601767674,1.5373158678645316,0.22626507599999998
2002-12-12,BULL_FULL,1.0,0.204519,21.81448745727539,0.6457225624283378,0.0003228612812141689,0.0,4.694590069422029,0.21170886077179638
2008-02-13,SLOW_BEAR_EXIT,0.0,0.446508,38.514495849609375,-2.096172022717491,0.0010480860113587457,2.0951239367061323,0.0,
2008-05-20,CRASH_REVERSAL_ENTRY,0.35,0.560718,42.40939331054688,0.7361798953043629,0.00036808994765218144,1.3668231441890222,1.3129236002845688,0.5609983590000001
2008-07-03,SLOW_BEAR_EXIT,0.0,0.405071,38.44228744506836,-0.5318272756908706,0.0002659136378454353,1.9014670136466632,0.0,
2009-04-01,CRASH_REVERSAL_ENTRY,0.35,0.080306,26.60420227050781,0.6686757131542218,0.0003343378565771109,1.2414919865726923,8.326597180213456,0.080346153
2009-04-22,BULL_FULL,1.0,0.095538,28.350719451904297,1.2409857946375258,0.0006204928973187629,0.0,21.316044255068757,0.08963278156505594
2018-12-21,SLOW_BEAR_EXIT,0.0,3.910327911376953,140.6512451171875,-83.35272281074171,0.04167636140537086,83.31104644933635,0.0,
2019-03-05,CRASH_REVERSAL_ENTRY,0.35,6.227753162384033,166.84226989746094,29.290356706071357,0.014645178353035679,54.38173156149377,4.703198078399558,6.230867038965225
2019-04-04,BULL_FULL,1.0,7.218163967132568,175.91734313964844,54.46784725169607,0.027233923625848037,-7.105427357601002e-15,12.24914016280105,6.841303303413542
2022-03-08,SLOW_BEAR_EXIT,0.0,20.119792938232425,314.9025573730469,-246.45016374694373,0.12322508187347186,246.32693866507026,0.0,
2023-02-03,CRASH_REVERSAL_ENTRY,0.35,12.25070095062256,300.37860107421875,88.25780897629224,0.04412890448814612,163.86323062291171,7.20430686635993,12.256826301097872
2023-02-28,BULL_FULL,1.0,10.623353004455566,287.9976806640625,164.26420555526678,0.0821321027776334,0.0,22.666864261033,11.146150284808334
