date,reason,target,fee
2000-08-28,REVERSAL_ENTRY,0.35,3.7758599292479235e-05
2000-09-13,BULL_EXIT,0.0,3.151753889216563e-05
2001-12-24,REVERSAL_ENTRY,0.35,2.4055254241729092e-05
2002-02-05,BULL_EXIT,0.0,1.8174803024889354e-05
2002-11-15,REVERSAL_ENTRY,0.35,1.9039357028338434e-05
2002-12-12,BULL_FULL,1.0,3.5361827124982244e-05
2008-02-13,BULL_EXIT,0.0,0.00011479306594585132
2009-04-01,REVERSAL_ENTRY,0.35,2.4157241137281047e-05
2009-04-22,BULL_FULL,1.0,4.483308201457708e-05
2014-11-25,RATCHET_60_TO_50,0.5,0.0002626314786677859
2018-12-21,BULL_EXIT,0.0,0.0025028673937690137
2020-05-11,REVERSAL_ENTRY,0.35,0.0002473666689369843
2020-05-12,BULL_FULL,1.0,0.00045904395063319333
2022-03-08,BULL_EXIT,0.0,0.0016169282620937867
2023-02-03,REVERSAL_ENTRY,0.35,0.00033943979748002025
2023-02-28,BULL_FULL,1.0,0.000631760626211261
